dataset_id_1,column_name_1,dataset_id_2,column_name_2,score,method
smn3-rzf9,,k65y-fzgq,,0.8394,embedding
smn3-rzf9,,uxsz-6j5j,,0.7601,embedding
smn3-rzf9,,48pb-zy2g,,0.8026,embedding
smn3-rzf9,,feuq-due4,,0.7661,embedding
smn3-rzf9,,8wi4-bsy4,,0.7586,embedding
smn3-rzf9,,bvna-6j7v,,0.7677,embedding
smn3-rzf9,,56e3-rp8d,,0.7882,embedding
smn3-rzf9,,xpbf-ithr,,0.7772,embedding
smn3-rzf9,,shpd-5q9m,,0.8067,embedding
smn3-rzf9,,tfbb-gszk,,0.7836,embedding
smn3-rzf9,,yhdx-itry,,0.7742,embedding
smn3-rzf9,,qrb4-aqtx,,0.8248,embedding
smn3-rzf9,,ufxk-pq9j,,0.7607,embedding
smn3-rzf9,,3bkg-usya,,0.7743,embedding
smn3-rzf9,,fn6f-htvy,,0.7603,embedding
smn3-rzf9,,a94k-kjys,,0.7645,embedding
smn3-rzf9,,ybdk-jmnn,,0.7892,embedding
smn3-rzf9,,br6q-ssj3,,0.7558,embedding
smn3-rzf9,,97zg-4p9t,,0.7783,embedding
smn3-rzf9,,qy7q-cb9e,,0.8188,embedding
smn3-rzf9,,5ar6-qxhs,,0.8059,embedding
smn3-rzf9,,6pwv-zmgh,,0.7908,embedding
smn3-rzf9,,xphq-immx,,0.7691,embedding
smn3-rzf9,,h4mf-f24e,,0.7647,embedding
smn3-rzf9,,iaig-3vs5,,0.7963,embedding
smn3-rzf9,,urzf-q2g5,,0.815,embedding
smn3-rzf9,,rma9-fm39,,0.7561,embedding
smn3-rzf9,,5bgh-vtsn,,0.7872,embedding
smn3-rzf9,,8s5k-n45n,,0.7863,embedding
smn3-rzf9,,xggi-kgx9,,0.8134,embedding
smn3-rzf9,,5xsi-dfpx,,0.7734,embedding
smn3-rzf9,,pfn4-vjwr,,0.7507,embedding
smn3-rzf9,,v8i9-yfpr,,0.763,embedding
smn3-rzf9,,67g2-p84d,,0.7901,embedding
smn3-rzf9,,66yh-nemi,,0.7663,embedding
smn3-rzf9,,auuc-fqzi,,0.8039,embedding
smn3-rzf9,,t4f2-8md7,,0.7612,embedding
smn3-rzf9,,f72e-3i4c,,0.8189,embedding
smn3-rzf9,,3spy-rjpw,,0.758,embedding
smn3-rzf9,,9f5n-qdib,,0.7821,embedding
smn3-rzf9,,7su9-xgtn,,0.8255,embedding
smn3-rzf9,,29km-avyc,,0.8216,embedding
smn3-rzf9,,yj3u-pw36,,0.7935,embedding
smn3-rzf9,,tsy7-gcm8,,0.817,embedding
smn3-rzf9,,p36g-evi5,,0.7934,embedding
smn3-rzf9,,yv4m-nu6d,,0.7597,embedding
smn3-rzf9,,jign-uhe6,,0.7833,embedding
smn3-rzf9,,e7es-jx5j,,0.8122,embedding
smn3-rzf9,,mcti-yg8i,,0.7517,embedding
smn3-rzf9,,u7wp-np5k,,0.7577,embedding
smn3-rzf9,,4zdr-zwdi,,0.7597,embedding
smn3-rzf9,,kwss-yksz,,0.8056,embedding
smn3-rzf9,,3we2-bw9s,,0.8328,embedding
smn3-rzf9,,inb9-u6nt,,0.7627,embedding
smn3-rzf9,,8rjn-kpsh,,0.785,embedding
smn3-rzf9,,wyj6-frpa,,0.8239,embedding
smn3-rzf9,,3vyj-dkjt,,0.7633,embedding
smn3-rzf9,,qjvp-rnsx,,0.7579,embedding
smn3-rzf9,,tcj7-bhry,,0.8248,embedding
smn3-rzf9,,83z6-smyr,,0.7669,embedding
smn3-rzf9,,dtmw-avzj,,0.7562,embedding
smn3-rzf9,,bdha-6eqy,,0.7526,embedding
smn3-rzf9,,8532-9v5k,,0.8122,embedding
smn3-rzf9,,pvxf-9irb,,0.8035,embedding
smn3-rzf9,,k84j-firu,,0.7658,embedding
smn3-rzf9,,yqky-aebb,,0.789,embedding
smn3-rzf9,,6wee-b7wf,,0.7606,embedding
smn3-rzf9,,vmfm-wic2,,0.7653,embedding
smn3-rzf9,,w38c-pyzq,,0.7652,embedding
smn3-rzf9,,855v-w7mc,,0.7987,embedding
smn3-rzf9,,w9zq-xm8b,,0.7556,embedding
smn3-rzf9,,wkij-g2bh,,0.763,embedding
smn3-rzf9,,fzy4-e84j,,0.7748,embedding
smn3-rzf9,,tzsf-n2j8,,0.7994,embedding
smn3-rzf9,,ns8x-qshd,,0.7551,embedding
smn3-rzf9,,32rn-zwi7,,0.7675,embedding
smn3-rzf9,,mhyv-6iza,,0.7502,embedding
smn3-rzf9,,xvww-awjk,,0.7669,embedding
smn3-rzf9,,gq2c-wem9,,0.8061,embedding
smn3-rzf9,,8xru-fryn,,0.7831,embedding
smn3-rzf9,,gxfj-gcr2,,0.7935,embedding
smn3-rzf9,,7wa7-cvt5,,0.7944,embedding
smn3-rzf9,,aaqu-mkmi,,0.752,embedding
smn3-rzf9,,j62s-m9yf,,0.7702,embedding
smn3-rzf9,,gtdx-4w36,,0.8004,embedding
smn3-rzf9,,53jq-yvwd,,0.7556,embedding
smn3-rzf9,,wn4z-dw55,,0.8199,embedding
smn3-rzf9,,fcnc-95cn,,0.7603,embedding
smn3-rzf9,,tm9k-c4na,,0.8004,embedding
smn3-rzf9,,n47m-7kn5,,0.7981,embedding
smn3-rzf9,,6up2-gnw8,,0.7993,embedding
3rfa-3xsf,,bsin-59hv,,0.7843,embedding
3rfa-3xsf,,n6c5-95xh,,0.8777,embedding
3rfa-3xsf,,855j-jady,,0.8208,embedding
3rfa-3xsf,,8znf-7b2c,,0.821,embedding
3rfa-3xsf,,5ery-qagt,,0.849,embedding
3rfa-3xsf,,fn4k-qyk2,,0.8403,embedding
3rfa-3xsf,,rrd7-vuvp,,0.7716,embedding
3rfa-3xsf,,8qgy-ka3v,,0.7752,embedding
3rfa-3xsf,,u35m-9t32,,0.8567,embedding
3rfa-3xsf,,pqg4-dm6b,,0.8025,embedding
3rfa-3xsf,,if26-z6xq,,0.8366,embedding
3rfa-3xsf,,2n4x-d97d,,0.8586,embedding
3rfa-3xsf,,d4iy-9uh7,,0.8272,embedding
3rfa-3xsf,,xp25-gxux,,0.8688,embedding
3rfa-3xsf,,hg3c-2jsy,,0.7864,embedding
3rfa-3xsf,,bdjm-n7q4,,0.7935,embedding
3rfa-3xsf,,pd5h-92mc,,0.836,embedding
3rfa-3xsf,,6fi9-q3ta,,0.8428,embedding
3rfa-3xsf,,6smc-7mk6,,0.8703,embedding
3rfa-3xsf,,478a-yykk,,0.7683,embedding
3rfa-3xsf,,tc6u-8rnp,,0.8765,embedding
3rfa-3xsf,,vz8c-29aj,,0.8592,embedding
3rfa-3xsf,,98b7-th5j,,0.868,embedding
3rfa-3xsf,,kyad-zm4j,,0.8422,embedding
3rfa-3xsf,,wzur-rhz9,,0.8892,embedding
3rfa-3xsf,,adax-9mit,,0.8227,embedding
3rfa-3xsf,,fc53-9hrv,,0.8508,embedding
3rfa-3xsf,,b9km-gdpy,,0.8258,embedding
3rfa-3xsf,,dt2z-amuf,,0.8779,embedding
3rfa-3xsf,,ruf7-3wgc,,0.7709,embedding
3rfa-3xsf,,ph7v-u5f3,,0.7657,embedding
3rfa-3xsf,,q5u8-89nv,,0.8658,embedding
3rfa-3xsf,,hu6m-9cfi,,0.7799,embedding
3rfa-3xsf,,xxbr-ypig,,0.762,embedding
3rfa-3xsf,,e5aq-a4j2,,0.7699,embedding
3rfa-3xsf,,inkn-q76z,,0.7522,embedding
3rfa-3xsf,,3279-pp7v,,0.8417,embedding
3rfa-3xsf,,bquu-z2ht,,0.7675,embedding
3rfa-3xsf,,y9b6-624z,,0.8551,embedding
3rfa-3xsf,,4kpn-sezh,,0.7969,embedding
3rfa-3xsf,,jdn9-td9w,,0.844,embedding
3rfa-3xsf,,ubdi-jgw2,,0.8446,embedding
3rfa-3xsf,,g76y-dcqj,,0.7604,embedding
3rfa-3xsf,,kwvk-z7i9,,0.7992,embedding
3rfa-3xsf,,xx2p-4jnq,,0.8571,embedding
3rfa-3xsf,,qnv7-p7a2,,0.7893,embedding
3rfa-3xsf,,37fm-7uaa,,0.8146,embedding
3rfa-3xsf,,u9wf-3gbt,,0.7983,embedding
3rfa-3xsf,,bvug-v3mm,,0.8545,embedding
3rfa-3xsf,,799n-b76v,,0.8605,embedding
3rfa-3xsf,,ck4n-5h6x,,0.8302,embedding
3rfa-3xsf,,ebkm-iyma,,0.8749,embedding
3rfa-3xsf,,n8q6-i44s,,0.7767,embedding
3rfa-3xsf,,de3m-c5p4,,0.787,embedding
3rfa-3xsf,,esmy-s8q5,,0.8029,embedding
3rfa-3xsf,,82zj-84is,,0.8431,embedding
3rfa-3xsf,,gfej-by6h,,0.8632,embedding
3rfa-3xsf,,pdiy-9ae5,,0.7709,embedding
3rfa-3xsf,,cr93-x2xf,,0.8163,embedding
3rfa-3xsf,,uh2s-ftgh,,0.7892,embedding
3rfa-3xsf,,5vi6-xdpy,,0.8499,embedding
3rfa-3xsf,,vn4m-mk4t,,0.8218,embedding
3rfa-3xsf,,pc34-d3sx,,0.8679,embedding
3rfa-3xsf,,w8dz-xpjh,,0.8612,embedding
3rfa-3xsf,,mu46-p9is,,0.821,embedding
3rfa-3xsf,,a4qt-mpr5,,0.8647,embedding
3rfa-3xsf,,frre-6z6q,,0.7619,embedding
3rfa-3xsf,,qxbt-vysj,,0.7878,embedding
3rfa-3xsf,,sqcr-6mww,,1.0,embedding
3rfa-3xsf,,kuxa-tauh,,0.8158,embedding
3rfa-3xsf,,2bsr-c6qq,,0.7964,embedding
3rfa-3xsf,,quxm-hmyr,,0.8736,embedding
3rfa-3xsf,,sp4a-vevi,,0.8365,embedding
3rfa-3xsf,,ayeb-p4mv,,0.8896,embedding
3rfa-3xsf,,242c-ru4i,,0.8331,embedding
3rfa-3xsf,,u553-m549,,0.8379,embedding
3rfa-3xsf,,g9jx-npbk,,0.7897,embedding
3rfa-3xsf,,9hxz-c2kj,,0.8562,embedding
3rfa-3xsf,,76ig-c548,,0.9538,embedding
3rfa-3xsf,,cwy2-px8b,,0.9388,embedding
3rfa-3xsf,,9z9b-6hvk,,0.8609,embedding
3rfa-3xsf,,hxbk-grd3,,0.799,embedding
3rfa-3xsf,,xw3j-2yxf,,0.8424,embedding
3rfa-3xsf,,xeqp-qz8h,,0.7819,embedding
3rfa-3xsf,,dy27-rrad,,0.8313,embedding
3rfa-3xsf,,ibs4-k445,,0.8816,embedding
3rfa-3xsf,,cm6g-t7ye,,0.8088,embedding
3rfa-3xsf,,nk7g-qeep,,0.7909,embedding
3rfa-3xsf,,6anw-twe4,,0.8162,embedding
3rfa-3xsf,,8kuj-2n3u,,0.7743,embedding
3rfa-3xsf,,f264-qcv3,,0.8716,embedding
3rfa-3xsf,,8fei-z6rz,,0.7901,embedding
3rfa-3xsf,,bheb-sjfi,,0.8102,embedding
3rfa-3xsf,,gkgs-za6m,,0.8346,embedding
3rfa-3xsf,,bf97-mjsy,,0.8356,embedding
3rfa-3xsf,,buk3-3qpr,,0.7696,embedding
3rfa-3xsf,,b4mf-rg6h,,0.7758,embedding
3rfa-3xsf,,2w2g-fk3i,,0.8037,embedding
3rfa-3xsf,,wycc-5aqt,,0.8133,embedding
3rfa-3xsf,,qm5f-frjb,,0.7608,embedding
3rfa-3xsf,,rear-wh5i,,0.8387,embedding
3rfa-3xsf,,i595-2byq,,0.8435,embedding
3rfa-3xsf,,did2-qzw3,,0.756,embedding
3rfa-3xsf,,itd7-gx3g,,0.8223,embedding
3rfa-3xsf,,im9z-53hg,,0.7824,embedding
3rfa-3xsf,,uzcy-9puk,,1.0,embedding
3rfa-3xsf,,hyur-qpyf,,0.8044,embedding
3rfa-3xsf,,56u5-n9sa,,0.8421,embedding
3rfa-3xsf,,x4ud-jhxu,,0.8283,embedding
3rfa-3xsf,,5694-9szk,,0.8378,embedding
3rfa-3xsf,,edk2-vkjh,,0.8415,embedding
3rfa-3xsf,,w49t-5gha,,0.8296,embedding
3rfa-3xsf,,ghu2-eden,,0.7771,embedding
3rfa-3xsf,,d83i-6us7,,0.8453,embedding
3rfa-3xsf,,mk9u-qu7i,,0.7806,embedding
3rfa-3xsf,,xhvt-s4va,,0.7745,embedding
3rfa-3xsf,,exsg-kpya,,0.8205,embedding
3rfa-3xsf,,k65y-fzgq,,0.8334,embedding
3rfa-3xsf,,uxsz-6j5j,,0.8074,embedding
3rfa-3xsf,,48pb-zy2g,,0.8443,embedding
3rfa-3xsf,,8wi4-bsy4,,0.8309,embedding
3rfa-3xsf,,bvna-6j7v,,0.8688,embedding
3rfa-3xsf,,cpcm-i88g,,0.8546,embedding
3rfa-3xsf,,uf93-f8nk,,0.7825,embedding
3rfa-3xsf,,sxmw-f24h,,1.0,embedding
3rfa-3xsf,,56e3-rp8d,,0.766,embedding
3rfa-3xsf,,hy4q-igkk,,1.0,embedding
3rfa-3xsf,,xpbf-ithr,,0.8072,embedding
3rfa-3xsf,,2z24-2htf,,0.799,embedding
3rfa-3xsf,,3gkd-ddzn,,0.8608,embedding
3rfa-3xsf,,aiww-p3af,,1.0,embedding
3rfa-3xsf,,shpd-5q9m,,0.8387,embedding
3rfa-3xsf,,tfbb-gszk,,0.8205,embedding
3rfa-3xsf,,yhdx-itry,,0.8309,embedding
3rfa-3xsf,,qrb4-aqtx,,0.8364,embedding
3rfa-3xsf,,ufxk-pq9j,,0.8879,embedding
3rfa-3xsf,,a94k-kjys,,0.8024,embedding
3rfa-3xsf,,sh4i-rsb8,,0.7618,embedding
3rfa-3xsf,,mf9g-zhbw,,0.8318,embedding
3rfa-3xsf,,gy3q-4tzp,,0.8257,embedding
3rfa-3xsf,,5npv-j6gn,,0.8492,embedding
3rfa-3xsf,,c292-vzrn,,0.7623,embedding
3rfa-3xsf,,esmb-8zkm,,0.7807,embedding
3rfa-3xsf,,6qs8-44ki,,0.7561,embedding
3rfa-3xsf,,xrwg-eczf,,0.8132,embedding
3rfa-3xsf,,sejx-2gn3,,0.7879,embedding
3rfa-3xsf,,a3nt-yts4,,0.8174,embedding
3rfa-3xsf,,ybdk-jmnn,,0.8733,embedding
3rfa-3xsf,,p8i7-ix2s,,0.7619,embedding
3rfa-3xsf,,78sp-6jhj,,0.757,embedding
3rfa-3xsf,,pwts-g83w,,0.8291,embedding
3rfa-3xsf,,rsnd-bbih,,0.837,embedding
3rfa-3xsf,,r465-fr2q,,0.8252,embedding
3rfa-3xsf,,97zg-4p9t,,0.7602,embedding
3rfa-3xsf,,bbtf-6p3c,,0.8096,embedding
3rfa-3xsf,,qy7q-cb9e,,0.8148,embedding
3rfa-3xsf,,5ar6-qxhs,,0.8104,embedding
3rfa-3xsf,,6pwv-zmgh,,0.7567,embedding
3rfa-3xsf,,b4dv-8mq4,,0.7747,embedding
3rfa-3xsf,,xphq-immx,,0.8571,embedding
3rfa-3xsf,,h4mf-f24e,,0.823,embedding
3rfa-3xsf,,9umc-3b2y,,0.8519,embedding
3rfa-3xsf,,iaig-3vs5,,0.787,embedding
3rfa-3xsf,,cmni-fvnx,,0.7759,embedding
3rfa-3xsf,,urzf-q2g5,,0.82,embedding
3rfa-3xsf,,rma9-fm39,,0.8283,embedding
3rfa-3xsf,,p5md-weyf,,0.8548,embedding
3rfa-3xsf,,d54t-ywim,,0.7676,embedding
3rfa-3xsf,,8s5k-n45n,,0.7792,embedding
3rfa-3xsf,,hv9n-xgy4,,0.7955,embedding
3rfa-3xsf,,xggi-kgx9,,0.8704,embedding
3rfa-3xsf,,pfn4-vjwr,,0.8605,embedding
3rfa-3xsf,,ig76-wwag,,0.7874,embedding
3rfa-3xsf,,ffaf-8mrv,,0.7606,embedding
3rfa-3xsf,,g993-cbry,,0.7707,embedding
3rfa-3xsf,,v8i9-yfpr,,0.8437,embedding
3rfa-3xsf,,67g2-p84d,,0.7646,embedding
3rfa-3xsf,,2er2-jqsx,,0.8636,embedding
3rfa-3xsf,,jr6f-nsuv,,0.7946,embedding
3rfa-3xsf,,tvfr-dhen,,0.8183,embedding
3rfa-3xsf,,66yh-nemi,,0.817,embedding
3rfa-3xsf,,bjmk-35w5,,0.7892,embedding
3rfa-3xsf,,m4ph-grrm,,0.814,embedding
3rfa-3xsf,,auuc-fqzi,,0.8758,embedding
3rfa-3xsf,,xqmg-7z3j,,0.8304,embedding
3rfa-3xsf,,uwx4-aafe,,0.7552,embedding
3rfa-3xsf,,ckaz-6gaa,,0.8009,embedding
3rfa-3xsf,,8gpu-s594,,0.8369,embedding
3rfa-3xsf,,tkzt-zfpz,,0.7995,embedding
3rfa-3xsf,,eyb2-p5s8,,0.8558,embedding
3rfa-3xsf,,f72e-3i4c,,0.7856,embedding
3rfa-3xsf,,3spy-rjpw,,0.8244,embedding
3rfa-3xsf,,9f5n-qdib,,0.8217,embedding
3rfa-3xsf,,7su9-xgtn,,0.8101,embedding
3rfa-3xsf,,i2y3-sx2e,,0.7559,embedding
3rfa-3xsf,,uebm-cmjr,,0.7543,embedding
3rfa-3xsf,,8z5h-tzdr,,0.8304,embedding
3rfa-3xsf,,mvte-j9h9,,0.7909,embedding
3rfa-3xsf,,yiqb-mq9h,,0.7922,embedding
3rfa-3xsf,,hxx3-bwgv,,0.7716,embedding
3rfa-3xsf,,yj3u-pw36,,0.8418,embedding
3rfa-3xsf,,tsy7-gcm8,,0.8366,embedding
3rfa-3xsf,,jup5-7fik,,0.7619,embedding
3rfa-3xsf,,p36g-evi5,,0.7957,embedding
3rfa-3xsf,,mdgu-ar69,,0.8334,embedding
3rfa-3xsf,,gnyq-kf2y,,0.7575,embedding
3rfa-3xsf,,yv4m-nu6d,,0.8587,embedding
3rfa-3xsf,,jign-uhe6,,0.827,embedding
3rfa-3xsf,,e7es-jx5j,,0.8532,embedding
3rfa-3xsf,,8kvz-b7tv,,0.7697,embedding
3rfa-3xsf,,yunp-vs8g,,0.8054,embedding
3rfa-3xsf,,xs5m-jrpm,,0.7634,embedding
3rfa-3xsf,,nnf6-km2a,,0.755,embedding
3rfa-3xsf,,xxjs-y9yk,,0.8579,embedding
3rfa-3xsf,,e7gc-ub6z,,0.8245,embedding
3rfa-3xsf,,u7wp-np5k,,0.8437,embedding
3rfa-3xsf,,gk83-aa6y,,0.8416,embedding
3rfa-3xsf,,4zdr-zwdi,,0.8587,embedding
3rfa-3xsf,,922w-z7da,,0.8197,embedding
3rfa-3xsf,,kwss-yksz,,0.8752,embedding
3rfa-3xsf,,inb9-u6nt,,0.7502,embedding
3rfa-3xsf,,fpeh-f7ci,,0.8753,embedding
3rfa-3xsf,,wyj6-frpa,,0.8362,embedding
3rfa-3xsf,,3vyj-dkjt,,0.808,embedding
3rfa-3xsf,,qjvp-rnsx,,0.8276,embedding
3rfa-3xsf,,tcj7-bhry,,0.8573,embedding
3rfa-3xsf,,83z6-smyr,,0.8151,embedding
3rfa-3xsf,,vnz6-h2k4,,0.823,embedding
3rfa-3xsf,,9y58-8zvz,,0.7644,embedding
3rfa-3xsf,,qves-4x9c,,0.7788,embedding
3rfa-3xsf,,af2s-4k4p,,0.7925,embedding
3rfa-3xsf,,6njb-jmjq,,0.7842,embedding
3rfa-3xsf,,dtmw-avzj,,0.8597,embedding
3rfa-3xsf,,bdha-6eqy,,0.7517,embedding
3rfa-3xsf,,n9yn-6q3f,,0.7664,embedding
3rfa-3xsf,,8532-9v5k,,0.8532,embedding
3rfa-3xsf,,pvxf-9irb,,0.831,embedding
3rfa-3xsf,,k84j-firu,,0.8178,embedding
3rfa-3xsf,,t5w8-y8xf,,0.7874,embedding
3rfa-3xsf,,yqky-aebb,,0.8222,embedding
3rfa-3xsf,,6wee-b7wf,,0.8143,embedding
3rfa-3xsf,,vmfm-wic2,,0.8308,embedding
3rfa-3xsf,,w38c-pyzq,,0.8125,embedding
3rfa-3xsf,,vgmz-py3h,,0.7659,embedding
3rfa-3xsf,,855v-w7mc,,0.8233,embedding
3rfa-3xsf,,brsj-szf5,,0.7604,embedding
3rfa-3xsf,,is5y-7g3y,,0.8177,embedding
3rfa-3xsf,,wkij-g2bh,,0.8262,embedding
3rfa-3xsf,,fzy4-e84j,,0.8116,embedding
3rfa-3xsf,,tzsf-n2j8,,0.8188,embedding
3rfa-3xsf,,32rn-zwi7,,0.8246,embedding
3rfa-3xsf,,2td3-mfek,,0.8629,embedding
3rfa-3xsf,,eubv-y6cr,,0.7562,embedding
3rfa-3xsf,,2t89-756w,,0.7657,embedding
3rfa-3xsf,,mhyv-6iza,,0.8048,embedding
3rfa-3xsf,,k3sr-iysq,,0.8024,embedding
3rfa-3xsf,,xvww-awjk,,0.7779,embedding
3rfa-3xsf,,8xru-fryn,,0.7977,embedding
3rfa-3xsf,,mc7h-evz7,,0.7635,embedding
3rfa-3xsf,,gxfj-gcr2,,0.8228,embedding
3rfa-3xsf,,7wa7-cvt5,,0.8273,embedding
3rfa-3xsf,,aaqu-mkmi,,0.7555,embedding
3rfa-3xsf,,wn4z-dw55,,0.8356,embedding
3rfa-3xsf,,kb2e-tjy3,,0.8362,embedding
3rfa-3xsf,,g5fd-8j6i,,0.7508,embedding
3rfa-3xsf,,48wd-x25j,,0.7567,embedding
3rfa-3xsf,,tm9k-c4na,,0.8138,embedding
3rfa-3xsf,,pxkn-awzt,,0.8,embedding
6xgr-kwjq,,2mby-ccnw,,0.7576,embedding
bsin-59hv,,n6c5-95xh,,0.845,embedding
bsin-59hv,,855j-jady,,0.8338,embedding
bsin-59hv,,8znf-7b2c,,0.7961,embedding
bsin-59hv,,5ery-qagt,,0.9056,embedding
bsin-59hv,,fn4k-qyk2,,0.8659,embedding
bsin-59hv,,8qgy-ka3v,,0.783,embedding
bsin-59hv,,u35m-9t32,,0.8826,embedding
bsin-59hv,,pqg4-dm6b,,0.8284,embedding
bsin-59hv,,if26-z6xq,,0.8817,embedding
bsin-59hv,,29bw-z7pj,,0.8086,embedding
bsin-59hv,,2n4x-d97d,,0.8385,embedding
bsin-59hv,,fwpa-qxaf,,0.8352,embedding
bsin-59hv,,d4iy-9uh7,,0.8953,embedding
bsin-59hv,,xp25-gxux,,0.8109,embedding
bsin-59hv,,ycrg-ses3,,0.7825,embedding
bsin-59hv,,bdjm-n7q4,,0.8518,embedding
bsin-59hv,,pd5h-92mc,,0.9021,embedding
bsin-59hv,,6fi9-q3ta,,0.8003,embedding
bsin-59hv,,6smc-7mk6,,0.8895,embedding
bsin-59hv,,p78i-pat6,,0.7982,embedding
bsin-59hv,,478a-yykk,,0.7814,embedding
bsin-59hv,,tc6u-8rnp,,0.8783,embedding
bsin-59hv,,vz8c-29aj,,0.86,embedding
bsin-59hv,,98b7-th5j,,0.8512,embedding
bsin-59hv,,7crd-d9xh,,0.7522,embedding
bsin-59hv,,57p3-pdcj,,0.7762,embedding
bsin-59hv,,kyad-zm4j,,0.8941,embedding
bsin-59hv,,6rrm-vxj9,,0.8345,embedding
bsin-59hv,,ncre-qhxs,,0.8461,embedding
bsin-59hv,,wzur-rhz9,,0.8761,embedding
bsin-59hv,,adax-9mit,,0.8953,embedding
bsin-59hv,,fc53-9hrv,,0.8292,embedding
bsin-59hv,,b9km-gdpy,,0.8042,embedding
bsin-59hv,,h2bn-gu9k,,0.8099,embedding
bsin-59hv,,dt2z-amuf,,0.8642,embedding
bsin-59hv,,sbnd-xujn,,0.8545,embedding
bsin-59hv,,cmjf-yawu,,0.762,embedding
bsin-59hv,,ruf7-3wgc,,0.7583,embedding
bsin-59hv,,x9wy-ing4,,0.7793,embedding
bsin-59hv,,q5u8-89nv,,0.8244,embedding
bsin-59hv,,bme5-7ty4,,0.7848,embedding
bsin-59hv,,hu6m-9cfi,,0.863,embedding
bsin-59hv,,kwte-dppd,,0.7608,embedding
bsin-59hv,,e5aq-a4j2,,0.7906,embedding
bsin-59hv,,inkn-q76z,,0.7771,embedding
bsin-59hv,,3279-pp7v,,0.8713,embedding
bsin-59hv,,bquu-z2ht,,0.8263,embedding
bsin-59hv,,y9b6-624z,,0.8762,embedding
bsin-59hv,,rbed-zzin,,0.779,embedding
bsin-59hv,,4kpn-sezh,,0.8049,embedding
bsin-59hv,,k5k6-6jex,,0.768,embedding
bsin-59hv,,wmsu-5muw,,0.7597,embedding
bsin-59hv,,jdn9-td9w,,0.7566,embedding
bsin-59hv,,xck4-5xd5,,0.8049,embedding
bsin-59hv,,ubdi-jgw2,,0.8742,embedding
bsin-59hv,,fgq8-am2v,,0.7565,embedding
bsin-59hv,,g76y-dcqj,,0.7857,embedding
bsin-59hv,,kwvk-z7i9,,0.8085,embedding
bsin-59hv,,6v4b-5gp4,,0.753,embedding
bsin-59hv,,5kqf-fg3n,,0.8025,embedding
bsin-59hv,,w76s-c5u4,,0.7929,embedding
bsin-59hv,,xx2p-4jnq,,0.8495,embedding
bsin-59hv,,a5nd-6mit,,0.7513,embedding
bsin-59hv,,qnv7-p7a2,,0.8334,embedding
bsin-59hv,,37fm-7uaa,,0.8745,embedding
bsin-59hv,,nvgj-hbht,,0.8301,embedding
bsin-59hv,,u9wf-3gbt,,0.817,embedding
bsin-59hv,,3kfa-rvez,,0.8184,embedding
bsin-59hv,,bvug-v3mm,,0.836,embedding
bsin-59hv,,799n-b76v,,0.8225,embedding
bsin-59hv,,ck4n-5h6x,,0.8729,embedding
bsin-59hv,,ebkm-iyma,,0.8776,embedding
bsin-59hv,,32cj-z7va,,0.7814,embedding
bsin-59hv,,j55h-3upk,,0.7672,embedding
bsin-59hv,,n8q6-i44s,,0.8427,embedding
bsin-59hv,,cp6j-7bjj,,0.8334,embedding
bsin-59hv,,de3m-c5p4,,0.8821,embedding
bsin-59hv,,esmy-s8q5,,0.8644,embedding
bsin-59hv,,hm78-6dwm,,0.8176,embedding
bsin-59hv,,82zj-84is,,0.8936,embedding
bsin-59hv,,gfej-by6h,,0.8413,embedding
bsin-59hv,,9n6h-pt9g,,0.7969,embedding
bsin-59hv,,pdiy-9ae5,,0.8741,embedding
bsin-59hv,,cr93-x2xf,,0.8822,embedding
bsin-59hv,,uh2s-ftgh,,0.8328,embedding
bsin-59hv,,kevu-8hby,,0.7893,embedding
bsin-59hv,,5vi6-xdpy,,0.8293,embedding
bsin-59hv,,vn4m-mk4t,,0.8871,embedding
bsin-59hv,,3as9-uee8,,0.7653,embedding
bsin-59hv,,pc34-d3sx,,0.8746,embedding
bsin-59hv,,8isn-pgv3,,0.7633,embedding
bsin-59hv,,w8dz-xpjh,,0.8915,embedding
bsin-59hv,,mu46-p9is,,0.8765,embedding
bsin-59hv,,cqc8-am9x,,0.8363,embedding
bsin-59hv,,y5rm-wagw,,0.8281,embedding
bsin-59hv,,a4qt-mpr5,,0.855,embedding
bsin-59hv,,sqcr-6mww,,0.7843,embedding
bsin-59hv,,kuxa-tauh,,0.886,embedding
bsin-59hv,,2bsr-c6qq,,0.8486,embedding
bsin-59hv,,xn3r-zk6y,,0.7779,embedding
bsin-59hv,,quxm-hmyr,,0.8423,embedding
bsin-59hv,,sp4a-vevi,,0.8229,embedding
bsin-59hv,,4yue-vjfc,,0.7929,embedding
bsin-59hv,,ju3b-rwpy,,0.7547,embedding
bsin-59hv,,ayeb-p4mv,,0.8673,embedding
bsin-59hv,,242c-ru4i,,0.8614,embedding
bsin-59hv,,u553-m549,,0.8407,embedding
bsin-59hv,,g9jx-npbk,,0.8854,embedding
bsin-59hv,,9hxz-c2kj,,0.8935,embedding
bsin-59hv,,76ig-c548,,0.8099,embedding
bsin-59hv,,cwy2-px8b,,0.8405,embedding
bsin-59hv,,m8p6-tp4b,,0.7893,embedding
bsin-59hv,,9z9b-6hvk,,0.8295,embedding
bsin-59hv,,hxbk-grd3,,0.8259,embedding
bsin-59hv,,xw3j-2yxf,,0.8656,embedding
bsin-59hv,,r528-jcks,,0.7611,embedding
bsin-59hv,,dy27-rrad,,0.8659,embedding
bsin-59hv,,ibs4-k445,,0.8635,embedding
